id,text,景色,交通,美食,门票,服务
review_000412,转乐山大佛普清法师：七月：感恩月、孝亲月、忏悔月！整个夏天是众生最活跃的时候，尤其是猫狗鱼虫、走兽飞禽等众生繁衍生息，在佛教传统中，为了避杀、不杀生，众僧居住在一起三个月不出门，守静共修，俗称“结夏安居”，一直到农历七月立秋才结束。从七月初一开始，通常会在整个七月举行各种法会，尤其到了七月十五这一天，会举行盛大的“盂兰盆”节来纪念佛陀报答母恩。这十五天也是所有修行人感恩佛陀、感恩众生、感恩父母的累积功德的殊胜日，众人通过在一起做佛事修善法，比如蒙山施食供灯，将亿万倍功德一起回向众生和父母，不仅能超度七世父母，而且可以帮助很多孤魂野鬼、冤亲债主、六亲眷属脱离恶道，投生善道，所以七月是一个大功德的月份，被称为“佛欢喜月”、“感恩月”，并不是某些民俗所说的“鬼月、鬼节”，这是不懂或不了解佛法的人不了解“盂兰盆节”以讹传讹导致。“盂兰盆节”的故事是这样的，佛陀的大弟子目健连的母亲因生前造恶而堕落到恶鬼道，目健连不忍母亲受饥饿饥渴之苦，多次送饭给母亲，米饭和饮水到了母亲口中就变成了火，烧灼母亲。目健连痛苦不已，向佛陀求助。佛陀说：你母亲因贪嗔痴杀生造恶，纵使你神通第一也无法解救她的苦难，必须靠十方众僧大德威神之力才能得到解脱！佛陀告诉目健连在七月十五日那天，烧香燃灯，供食供养斋僧及十方大德众僧。当众僧念佛诵咒加持，集合各大德威神之力，使法界众生包括母亲得以脱离饿鬼之苦。在《佛说盂兰盆经》里，佛还对弟子说，你仅救度这一世的父母是不够的，要生起菩提心，还应超度七世父母，救度所有生生世世的父母。七在佛法中多用于表达“圆满”的意思，比如七佛，七宝，药师七佛，打七，超度我们七世父母。佛还说，所有众生都是我们前世的父母。所以，从结夏安居，到供灯、放焰口、诵经，都是为了报答、守护、超拔我们生生世世的父母。佛陀为了报答生母的养育之恩，也曾到忉利天为母说法十几天，并为母诵读《地藏菩萨本愿经》。在七月，我们一定要为生养我们的父母多读佛经，多念佛诵咒。祈愿父母长寿，就祈祷长寿佛白度母，念诵白度母心咒。为父母祛除业障，就多念诵《地藏菩萨本愿经》，净除了杀生等业障，就能福慧健康，并发愿帮助一切父母众生一起成佛。,0,0,0,0,0
review_000840, 《黄鹤楼送孟浩然之广陵》——李白故人西辞黄鹤楼，烟花三月下扬州。孤帆远影碧空尽，唯见长江天际流林墨 exceed ​,0,0,0,0,0
review_001809,山有木兮木有枝，心悦君兮君不知。这组汉服写真299包妆造。#古琴台,0,0,0,0,0
review_000399,《全国17个悬崖绝壁上奇观建筑，除了乐山大佛与悬空寺：你知道几个》世界文化遗产、乐山大佛是一尊弥勒佛。这17个中国的世界奇观，你去过几个？ ​,0,0,0,0,0
review_002624,时间原因没法全部听完，比较可惜,0,0,0,0,0
review_000240,文化自然双遗址，泰山，黄山，乐山大佛，武夷山,0,0,0,0,0
review_001056,教员～菩萨蛮·黄鹤楼 （1927）茫茫九派流中国，沉沉一线穿南北。烟雨莽苍苍，龟蛇锁大江。黄鹤知何去？剩有游人处。把酒酹滔滔，心潮逐浪高！ ​,2,0,0,0,0
review_002413,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第4，世界排名第47790！ ​,0,0,0,0,0
review_000555,参加的这个纯玩的旅行团，从早上集合开始，一直到现在结束散团，都是导游在操心这些事情，我们只需要旅行就可以了。武汉是一座很大的城市，不管从城市的文化，到景区的秀美，无不让人感叹。,2,0,0,0,2
review_002318,王总:价格战对韵达没影响，韵达中报负债不是130亿，我们韵达的负债怎么可能仅次于百世是吧？我们韵达是宇宙第一强，京东物流，申通快递，邮政快递，极兔快递，亚马逊物流算什么是吧？王总说了，韵达比京东有钱，韵达资金实力秒杀阿里，韵达比邮政有钱，韵达比拼多多的极兔有钱。价格战一旦持续下去，王总说了韵达是赢家，他们没有钱跟宇宙第一强的韵达打价格战 王总晚上来演讲吧,0,0,0,0,0
review_000121,【四川一座低调的古镇，有凤凰古城风韵，不输江南水乡的美景】异事随着经济发展越来越好，人们对于品质生活的需求也越来越高，除在物质生活上的享受外，人们也大多愿意花钱在精神上享受，旅游就是很多人放松和享受的一种方式。出门旅游，有的人喜欢去看自然风光，有人喜欢看人文历史，但是最近几年兴起的古镇热，迅速席卷了中国，以江南水乡古镇为代表的古镇游客每每创下新高，全国各地不少地方都在新建古镇，在四川就有这样一个低调的古镇，慢慢走进了大家的视野中。 柳江古镇位于四川省眉山市洪雅县城西南35公里花溪河支流杨村河两岸，距今已经有800多年的建镇历史。柳江古镇得名并不是这个小镇依靠“柳江”，而是镇上柳姓和姜姓族人合力出资修建一条石板长街，名字叫“柳姜场”，后来才改名“柳江场”。柳江古镇是四川十大古镇之一，距离成都150公里，峨眉山36公里。能入选“十大古镇”的地方，自然不会逊色，该古镇最大的特色是“烟雨柳江”。两条河从古镇相拥而过，从古镇穿过的是杨村河，在古镇外围绕行的是花溪河。在镇中央的杨村河岸边看古镇，两岸屋舍俨然，溪流从中间穿行，就像来到凤凰古城一样，连河上的桥，都能看出凤凰古城的风韵，在青石板路上闲逛，两旁的商铺林立，又有参天古榕在一边守护古镇近千年，仿佛是在凤凰古镇旁边的古榕树下一样。古镇的一大看点是“烟雨柳江”，有关于烟雨，我国的古镇风情中，要属江南水乡最适合用这个词语，大家对于江南古镇的情愫中很难会略过烟雨古镇这样的美景。走在柳江古镇内，看屋舍与河流相交印，入眼的美景就仿若置身江南古镇一样。古镇内有丰富的竹木资源，森林覆盖率为67%，环境优越，绿树掩映中村庄若隐若现。来这里一定要到曾家大院去走走，这是整个古镇中保存较为完好的家族庄园，里面有四个四合院，三个戏台，园中还设有观景台、休闲厅等，可见当时的主人是有气派。柳江古镇的建筑以川西吊脚楼，中西合璧曾家园，古码头为主，来这里品烟雨柳江，相信不会让人失望。柳江古镇距离乐山大佛、峨眉山和三苏祠都很近，交通便利，住宿条件也完善。相信来这里不会让你失望。对于四川一座低调的古镇，有凤凰古城的风韵，不输江南水乡的美景你怎么看？欢迎下方留言。,2,1,0,0,0
review_001578,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第6117！ ​,0,0,0,0,0
review_002093,浪 《黄鹤楼送孟浩然之广陵》——李白故人西辞黄鹤楼，烟花三月下扬州。孤帆远影碧空尽，唯见长江天际流 ​,0,0,0,0,0
review_001374,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第686！ ​,0,0,0,0,0
review_000580,高价17355766792专业回收高档名酒，收名酒、购物卡；地址：郡王府北门尚豐烟酒行项目有:陈年老酒，洋酒，拉菲，新老茅台酒，五粮液 ，购物卡加油卡， 冬虫夏草，海参及东阿阿胶等高档礼品 高价回收各类黄金，名牌包，手表 白酒类： 茅台，五粮液，剑南春，古井贡酒，口子窖，宣酒，柔和，迎驾，洋河，全兴大曲，郎酒，沱牌，东方红，酒鬼，浏阳河，泸州老窖，国窖1573，水井坊，郎酒，舍得等等 烟类: 中华，苏烟，玉溪，黄鹤楼1916，大重九，和天下，九五至尊，天骄圣地，天都，天叶，徽商，熊猫，延安，金砂，天星，黄山，国酒香30等等 洋酒系列： 路易十三，轩尼诗XO，轩尼诗李察，马爹利，芝华士，人头马，黑方，红方，蓝方，各种单瓶及礼盒。 购物卡： 华夏 苏果 家乐福 大润发 永辉 等各种大型连锁超市 加油卡： 中石油 中石化 社保卡 医保卡话费充值卡： 联通 移动 电信 老酒回收 : 53优，新老八大名酒，十年以上老酒，老茅台酒，老五粮液酒，老剑南春酒，泸州老窖老酒等等。 年份酒回收 : 15年，30年，50 茅台； 80年茅台年份酒；10年，15年，30年，60年 五粮液； 五粮液礼盒等。 礼品回收 : 冬虫夏草，海参，安宫牛黄丸，东阿阿胶，鹿茸，燕窝等高档礼品。 红酒类：拉菲，拉图，奔富，卡斯特，波尔多 其他:黄金，老凤祥，九五之尊，周大福，LV包各种名牌手表钻石项链戒指等高档礼品17355766792 如您须处理或有任何的疑问，均可来电咨询我们17355766792，收礼品，收烟酒冬虫夏草燕窝 我们将热情真诚为您服务！价格高，现金交易！以诚信不亏待顾客，真实诚信为宗旨！以信取胜，以客为主，热情服务，期待你的支持和惠顾．优质服务的经营理念．本网对大客户如需要可上门回收，以高价格进行回收，我们将以高的价位良好的服务，宿州地区免费上门收购，其他地区量大上门收购，欢迎来电咨询。17355766792 我们本着诚信经营的理念，服务于大众，深受广大市民的信赖，量多者可打电话预约，希望各位新老客户来电来函洽谈合作，信守承诺，价格较优， 价格公平、公正、均为为同行业的较高价格，现金支付，并严格为顾客保密,0,0,0,0,0
review_002291,黄鹤楼夜游停演游客告知函尊敬的各位游客：根据武汉市疫情防控需求，为有效控制和降低疫情传播风险，黄鹤楼夜游项目定于2021年8月3日暂停演出，复演时间另行通告。请已经购票的游客，通过以下方式办理退改手续：1.通过“夜上黄鹤楼”、“夜遇黄鹤楼”官微购票的游客，请联系官方客服4008005261，办理退改票手续。2.通过第三方网络平台（携程、美团、去哪儿、同程、各旅行社等）购票的游客，请联系原购票渠道，办理退改票手续。由此给游客朋友们带来的不便，敬请谅解。如您有任何疑问或需要帮助，请致电官方服务咨询电话4008005261。 待一切安好，我们，又将见面。,0,0,0,0,0
review_001864,春天到了，能去武大看樱花。夏天到了，能去登黄鹤楼。秋天即将到来，又能去干什么呢 ​,0,0,0,0,0
review_002090,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第4，世界排名第21120！ ​,0,0,0,0,0
review_001148,我在挑战黄鹤楼-以津真天地域鬼王评分为1314，小组排名第4，世界排名第44266！ ​,0,0,0,0,0
review_000707,《黄鹤楼送孟浩然之广陵》——李白故人西辞黄鹤楼，烟花三月下扬州。孤帆远影碧空尽，唯见长江天际流林墨 revive十次01/06/2002烤面筋14826 idealista ​,0,0,0,0,0
review_000346,祝福北大，用责任与使命，承接。祝福乐山大佛，在历史中新生。 ​,0,0,0,0,0
review_001832,疫情来临前，网红黄鹤楼 ​,0,0,0,0,0
review_000361,我国长相最奇特的建筑，乐山大佛都不算什么 ​,2,0,0,0,0
review_001808,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第11297！ ​,0,0,0,0,0
review_000429,乐山大佛？你说大佛？是不是更有容忍度呢？ ​,0,0,0,0,0
review_000253,景区很好，我们去那天太阳太大了很热，景区全部玩下来要2个多小时，值得一去！,2,0,0,0,0
review_002595,站在黄鹤楼上举目瞭望⋯⋯ ​,0,0,0,0,0
review_001597,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第6568！ ​,0,0,0,0,0
review_002552,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第4，世界排名第80110！ ​,0,0,0,0,0
review_001575,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第5832！ ​,0,0,0,0,0
review_001076,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第3，世界排名第39661！ ​,0,0,0,0,0
review_002082,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第20905！ ​,0,0,0,0,0
review_001244,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第55333！ ​,0,0,0,0,0
review_001700,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第8448！ ​,0,0,0,0,0
review_000119,入园换票很方便，是一个很棒的游玩体验,0,0,0,1,0
review_001890,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第5，世界排名第13882！ ​,0,0,0,0,0
review_000330,球球乐师别延迟返校，我要见男朋友！ 已经嘱咐xf一天拜三遍乐山大佛！,0,0,0,0,0
review_001324,时隔20年，再次来到黄鹤楼。景区很大，游人超级多，超出我的想象，总体感觉不错，干净卫生，井然有序，武汉是一座英雄的城市。,1,0,0,0,1
review_002052,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第19818！ ​,0,0,0,0,0
review_001710,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第8554！ ​,0,0,0,0,0
review_001777,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第3，世界排名第10381！ ​,0,0,0,0,0
review_001607,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第6661！ ​,0,0,0,0,0
review_000910,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第5，世界排名第20655！ ​,0,0,0,0,0
review_002314,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第2，世界排名第31900！ ​,0,0,0,0,0
review_002612,我也曾痴痴念着你，在鹦鹉洲，在黄鹤楼。,0,0,0,0,0
review_002337,这是第二次去黄鹤楼了，和男朋友一起去的。特别开心，就是大太阳太晒了，而且人特别特别多。排队都没排上，所以就连黄鹤楼都没有进去，不过我们坐观光车在外面走了一圈，也还可以,1,1,0,0,0
review_000856,没别的，就是人多，啊啊啊啊啊啊,0,0,0,0,0
review_000724, ️️️《黄鹤楼送孟浩然之广陵》——李白故人西辞黄鹤楼，烟花三月下扬州。孤帆远影碧空尽，唯见长江天际流林墨 flourishIfirnfbch ​,0,0,0,0,0
review_000416,人山人海。千万不要节假日去。吃的住的太贵了……,0,0,-1,0,0
review_000920,黄鹤楼也是选择很不错的地理位置建的。 武汉确实很多名胜,1,0,0,0,0
review_001914,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第14440！ ​,0,0,0,0,0
review_002135,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第4，世界排名第5603！ ​,0,0,0,0,0
review_000705,磻《黄鹤楼送孟浩然之广陵》——李白故人西辞黄鹤楼，烟花三月下扬州。孤帆远影碧空尽，唯见长江天际流biubiu要有票林墨 eyecatching ​,0,0,0,0,0
review_000383,秋天的第一次旅行，你们决定好去哪里了吗？ ​,0,0,0,0,0
review_000630,一些内卷：亲戚的小孩散烟散黄鹤楼 我爹：去散中华 快点亲戚的小孩敬酒喝一半 我爹：你给我干了 快点亲戚的小孩喝啤酒一口气半瓶 我爹：你给我对瓶吹 快点 ​,0,0,0,0,0
review_002525,武汉必须要打卡的地方，一定要去。,0,0,0,0,0
review_001306,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第3，世界排名第59495！ ​,0,0,0,0,0
review_000229,幸好没改行程逛了两天古城就赶紧结束回家，一是因为太热，二是南京疫情出现了总觉得不安全。回来的路上一直在庆幸没去成都凑热闹，也没去人相对聚集的乐山大佛，即便是在古城也取消了晚上江边看演出的计划就窝在酒店看奥运 ​,0,0,0,0,0
review_001899,没啥好看的，就跟一般。毕竟是建国之后重建的，历史感比较少些。,-1,0,0,0,0
review_000757, 《黄鹤楼送孟浩然之广陵》——李白故人西辞黄鹤楼，烟花三月下扬州。孤帆远影碧空尽，唯见长江天际流林墨阿黄大黄小黄017˶⍤⃝ ​,0,0,0,0,0
review_002217,没有以前那么好了，现在全部改造过，感觉不出来了,-1,0,0,0,0
review_000108,导游服务很好，长的很帅。讲解也很棒，景区风景很美。,2,0,0,0,2
review_002335,【】8月2日，湖北武汉黄鹤楼景区内，一家长将孩子抱进围栏触摸展览品并拍照。视频拍摄者称，在第一个景点的时候就看见家长把孩子抱进去触摸展览品，在第二个景点又看见同样的举动，且引发周围小朋友模仿，也闹着要进去，但都被家长制止。 ​,0,0,0,0,0
review_000847,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第12356！ ​,0,0,0,0,0
review_001308,我在挑战黄鹤楼-以津真天地域鬼王评分为33724，小组排名第1，世界排名第3528！ ​,0,0,0,0,0
review_001616,我在挑战黄鹤楼-以津真天地域鬼王评分为8875，小组排名第1，世界排名第3605！ ​,0,0,0,0,0
review_000380,整体服务态度还差些，其他都挺好！,0,0,0,0,-1
review_000371,"景点门票，请使用【微信】扫码购买 景点介绍 乐山大佛位于乐山市，岷江、青衣江和大渡河交汇处凌云山栖霞峰的岩壁上，又名凌云大佛，被联合国教科文组织批准为“世界文化与自然遗产”。造型为弥勒佛坐像，是唐代摩崖造像艺术的精品。 欣赏巨型石刻弥勒佛坐像 乐山大佛开凿于唐代，经过3代工匠人历时90年得以完工。大佛为弥勒佛坐像，高约70米，一尊巨型石刻弥勒佛坐像。观赏高大雄伟的乐山大佛，惊叹于古人在没有现代大型工具的情况下，竟能打造出如此精美的大佛。 拜佛求平安、健康 乐山大佛一直就是佛教圣地，在巨大的佛像面前，双手合十，心平气和地祈福，为自己、为家人、为朋友求一份平安、健康。 凌云寺：烧香祈福的圣地 凌云寺是由天王殿、大雄殿、藏经楼组成的三重四合院建筑，寺内香火很旺，来此烧香的游客络绎不绝。凌云寺的绿化也做得很好，不仅树木环绕，还摆有许多植物盆栽。在这里感受佛教文化是一个不错的选择。 乐山睡佛：寻找江面上躺着的佛像 在青衣江的江面上，几座山峰连在一起，仔细观看会发现它的造型像极了一个躺着的佛像，佛头、佛身、佛足俱在。睡佛仰面朝天，十分有趣。观赏“睡佛”的较佳地点是在乐山古城东迎春门码头一带。 游览路线： 大众的旅游路线是走楼梯到凌云寺，然后到达大佛的头部，从九曲栈道由大佛的头部往下走。走到大佛脚部时拍拍照留念，然后再走上去。还有一种游玩方式是坐船游览大佛，这样可以远处观赏到大佛的全景。 步行游览：亲自感受大佛的巍峨庄严 大多游客都对乐山大佛早有耳闻，也看过图片中的大佛。而当你真正走近大佛参观时，你才能真切地感受到乐山大佛的高大巍峨和自身的渺小，仅仅是大佛的脚面就可以围坐上百人。在大佛脚下可以仰视整个大佛，记得拍照留念。 乘船游览：远观乐山大佛的全貌 如果近距离欣赏大佛还觉得不够或者体力不太好的游客则可以选择坐船远观大佛。乘船荡漾在江面上，一览大佛的全貌，留下珍贵的照片，还可以欣赏岸边的风景。 小科普： 1.乐山大佛的建造原因 相传在古代乐山岷江、青衣江、大渡河三江汇聚之处，水势相当凶猛，路过此处的船只经常沉没。海通禅师为减杀水势，镇住江水，便召集人力物力修凿乐山大佛。当大佛建造完工后，水势竟然真的平缓了许多，过往的船只都能安全地通过。 2.乐山大佛闭眼流泪 在三年自然灾害后的1962年，岷山上漂浮着众多饿莩，当时人们认为大佛不忍心看到这场人间悲剧，才痛苦地闭上眼睛，默默流泪。而科学的解释是：佛像闭眼是由酸雨造成的，或者说是酸性沉降。酸雨能够使非金属建筑材料表面硬化水泥溶解，出现破洞和裂缝，损坏建筑物。 3.乐山大佛的真实名称 “乐山大佛”其实是后人对这座位于四川省乐山市的大佛的通称。这座唐代大佛的真实官方名称却一直是迷。事实上，根据后来诸多专家考察证实，这座被称为“乐山大佛”的石刻雕像的真实官方名称应是：嘉州凌云寺大弥勒石像。 开放时间 4月1日-10月7日 07:30-18:30(最晚入园18:30)；10月8日-次年3月31日 08:00-17:30(最晚入园17:30) 优待政策 儿童：身高1.2米（含）以下的儿童，免费；凭身份证、户口簿等有效证件的6周岁（含）以下儿童。，免费；持身份证、户口簿等有效证件的6周岁（不含）至18周岁（不含）未成年人。，半价 老人：持身份证或者老年人优待证等有效证件的65周岁（含）以上老年人。，免费；在国家非法定节假日，持身份证或者老年人优待证等有效证件的60（含）周岁至64（含）周岁老年人。，免费；在国家法定节假日，持身份证或老年人优待证等有效证件的60（含）周岁至64（含）周岁者。，半价 学生：持有有效证件的全日制大学本科及以下学历的在读学生。，半价 残疾人：持有效证件的残疾人（盲人和重度肢体、智力、精神残疾人，允许一名陪护人员免费进入）。，免费 现役军人：持有效证件的现役军人、残疾军人及军队离休、退休干部及退休士官(国家综合性消防救援队伍参照执行)。，免费 伤残人民警察：持有效《中华人民共和国伤残人民警察证》的伤残人民警察。，免费 退役干部：持有效证件的离休干部、省部级以上劳模或英模、全国道德模范。，免费 记者：持国家新闻出版署制发的有效《新闻记者证》。，免费 佛教教职人员：持有效证件的佛教教职人员，免费 遵义市市民：持所在地为遵义市的身份证到窗口办理免票，遵义市市民无法在线上购票。，免费 补充说明：患有高血压、心脏病、冠心病等疾病的游客和高龄老人，尽量在家人及直系亲属陪同下游览景区，以防出现意外事故。 服务设施 停车场：【八仙洞码头停车场】参考价格：¥15/次；地址：乐山市八仙洞码头停车；库位：150 行李寄存：乐山大佛游客中心提供行李寄存服务。工作时间：与景区开放时间一致费用：免费 景区讲解：景区提供三条线路的有偿讲解服务，具体价格请以景区当天公示为准。 园内交通：景区有游船，可付费乘坐。 卫生间：景区内设有卫生间，分别在游客中心、沫若堂、唐代药师佛、喜生弥勒洞、载酒亭、月榭等设施附近，并标有醒目的指示牌。 便利店：山下设有多个便利店 交通攻略 距13路东方佛都站600m,步行9min 必看贴士",1,0,0,0,0
review_000074,对今天的行程还是很满意的，舒服开心的行程，时间安排比较合理，去乐山大佛登山的游客不多，宿导游送完游船的游客后还登山来找我们，给我们讲解，全程讲解详细风趣，温柔贴心，知识丰富，业务水平高，主动告知一些我们需要注意的地方，随时关注大家的安全，很愉快结束了今天的行程。值得大家参团游玩。,0,0,0,0,2
review_001128,我在挑战黄鹤楼-以津真天地域鬼王评分为14254，小组排名第1，世界排名第15906！ ​,0,0,0,0,0
review_001384,我在挑战黄鹤楼-以津真天地域鬼王评分为100，小组排名第1，世界排名第1008！ ​,0,0,0,0,0
